2017010105543115388,haowei1000008,华A709GB,fengyuan171848959,成都,重庆,2017-01-01 12:28:42,2017-01-01 05:54:31,创建订单
2017010105543115388,haowei1000008,华A709GB,fengyuan171848959,成都,重庆,2017-01-01 12:28:42,2017-01-01 08:00:00,开始发货
2017010105543115388,haowei1000008,华A709GB,fengyuan171848959,成都,重庆,2017-01-01 12:28:42,2017-01-01 10:49:10,货物送达
2017010105543115388,haowei1000008,华A709GB,fengyuan171848959,成都,重庆,2017-01-01 12:28:42,2017-01-01 12:42:40,订单签收
2017010105582611055,xiexiao1000001,华AEB132,wangyue108476755,重庆,上海,2017-01-02 08:07:29,2017-01-01 05:58:26,创建订单
2017010105582611055,xiexiao1000001,华AEB132,wangyue108476755,重庆,上海,2017-01-02 08:07:29,2017-01-01 08:00:00,开始发货
2017010105582611055,xiexiao1000001,华AEB132,wangyue108476755,重庆,上海,2017-01-02 08:07:29,2017-01-01 23:24:26,货物送达
2017010105582611055,xiexiao1000001,华AEB132,wangyue108476755,重庆,上海,2017-01-02 08:07:29,2017-01-02 00:38:19,订单签收
2017010106074313981,zouan1000007,华A58M83,fanqing188027846,长沙,广州,2017-01-01 17:27:57,2017-01-01 06:07:43,创建订单
2017010106074313981,zouan1000007,华A58M83,fanqing188027846,长沙,广州,2017-01-01 17:27:57,2017-01-01 08:00:00,开始发货
2017010106074313981,zouan1000007,华A58M83,fanqing188027846,长沙,广州,2017-01-01 17:27:57,2017-01-01 14:00:10,货物送达
2017010106074313981,zouan1000007,华A58M83,fanqing188027846,长沙,广州,2017-01-01 17:27:57,2017-01-01 14:29:37,订单签收
2017010106170717431,xiezhi1000006,华A6CU11,zhuqiang169404562,武汉,银川,2017-01-02 03:12:27,2017-01-01 06:17:07,创建订单
2017010106170717431,xiezhi1000006,华A6CU11,zhuqiang169404562,武汉,银川,2017-01-02 03:12:27,2017-01-01 08:00:00,开始发货
2017010106170717431,xiezhi1000006,华A6CU11,zhuqiang169404562,武汉,银川,2017-01-02 03:12:27,2017-01-01 20:17:20,货物送达
2017010106170717431,xiezhi1000006,华A6CU11,zhuqiang169404562,武汉,银川,2017-01-02 03:12:27,2017-01-01 22:17:37,订单签收
2017010106472715111,likun1000003,华AVM936,jinzhi194713882,南京,广州,2017-01-02 02:51:21,2017-01-01 06:47:27,创建订单
2017010106472715111,likun1000003,华AVM936,jinzhi194713882,南京,广州,2017-01-02 02:51:21,2017-01-01 08:00:00,开始发货
2017010106472715111,likun1000003,华AVM936,jinzhi194713882,南京,广州,2017-01-02 02:51:21,2017-01-01 19:56:50,货物送达
2017010106472715111,likun1000003,华AVM936,jinzhi194713882,南京,广州,2017-01-02 02:51:21,2017-01-01 20:34:30,订单签收
2017010107062817982,duxu1000009,华AT75H8,churong104322607,银川,南京,2017-01-02 06:27:07,2017-01-01 07:06:28,创建订单
2017010107062817982,duxu1000009,华AT75H8,churong104322607,银川,南京,2017-01-02 06:27:07,2017-01-01 08:00:00,开始发货
2017010107062817982,duxu1000009,华AT75H8,churong104322607,银川,南京,2017-01-02 06:27:07,2017-01-01 22:17:10,货物送达
2017010107062817982,duxu1000009,华AT75H8,churong104322607,银川,南京,2017-01-02 06:27:07,2017-01-01 22:23:46,订单签收
2017010107265410779,zengpeng1000000,华AZQ110,xiefu199958057,重庆,昆明,2017-01-01 18:26:43,2017-01-01 07:26:54,创建订单
2017010107265410779,zengpeng1000000,华AZQ110,xiefu199958057,重庆,昆明,2017-01-01 18:26:43,2017-01-01 08:00:00,开始发货
2017010107265410779,zengpeng1000000,华AZQ110,xiefu199958057,重庆,昆明,2017-01-01 18:26:43,2017-01-01 14:36:20,货物送达
2017010107265410779,zengpeng1000000,华AZQ110,xiefu199958057,重庆,昆明,2017-01-01 18:26:43,2017-01-01 15:18:17,订单签收
2017010107343210148,hanhui1000002,华AZI419,wuwei191521421,长沙,北京,2017-01-02 06:21:28,2017-01-01 07:34:32,创建订单
2017010107343210148,hanhui1000002,华AZI419,wuwei191521421,长沙,北京,2017-01-02 06:21:28,2017-01-01 08:00:00,开始发货
2017010107343210148,hanhui1000002,华AZI419,wuwei191521421,长沙,北京,2017-01-02 06:21:28,2017-01-01 22:06:40,货物送达
2017010107343210148,hanhui1000002,华AZI419,wuwei191521421,长沙,北京,2017-01-02 06:21:28,2017-01-01 23:50:33,订单签收
2017010107425314071,panxian1000005,华AX542C,xieqiang130820893,广州,长沙,2017-01-01 17:27:57,2017-01-01 07:42:53,创建订单
2017010107425314071,panxian1000005,华AX542C,xieqiang130820893,广州,长沙,2017-01-01 17:27:57,2017-01-01 08:00:00,开始发货
2017010107425314071,panxian1000005,华AX542C,xieqiang130820893,广州,长沙,2017-01-01 17:27:57,2017-01-01 13:59:40,货物送达
2017010107425314071,panxian1000005,华AX542C,xieqiang130820893,广州,长沙,2017-01-01 17:27:57,2017-01-01 15:32:39,订单签收
2017010107574017954,shenxian1000004,华ADJ750,zoule192362457,成都,西宁,2017-01-01 19:36:51,2017-01-01 07:57:40,创建订单
2017010107574017954,shenxian1000004,华ADJ750,zoule192362457,成都,西宁,2017-01-01 19:36:51,2017-01-01 08:00:00,开始发货
2017010107574017954,shenxian1000004,华ADJ750,zoule192362457,成都,西宁,2017-01-01 19:36:51,2017-01-01 15:27:30,货物送达
2017010107574017954,shenxian1000004,华ADJ750,zoule192362457,成都,西宁,2017-01-01 19:36:51,2017-01-01 17:45:53,订单签收
2017010213200515319,likun1000003,华AVM936,pandong173011108,西安,呼和浩特,2017-01-03 04:47:13,2017-01-02 13:20:05,创建订单
2017010213200515319,likun1000003,华AVM936,pandong173011108,西安,呼和浩特,2017-01-03 04:47:13,2017-01-02 16:00:00,开始发货
2017010213200515319,likun1000003,华AVM936,pandong173011108,西安,呼和浩特,2017-01-03 04:47:13,2017-01-03 00:09:10,货物送达
2017010213200515319,likun1000003,华AVM936,pandong173011108,西安,呼和浩特,2017-01-03 04:47:13,2017-01-03 02:01:26,订单签收
2017010213460715763,zengpeng1000000,华AZQ110,dinghui199743997,北京,上海,2017-01-03 09:50:09,2017-01-02 13:46:07,创建订单
2017010213460715763,zengpeng1000000,华AZQ110,dinghui199743997,北京,上海,2017-01-03 09:50:09,2017-01-02 16:00:00,开始发货
2017010213460715763,zengpeng1000000,华AZQ110,dinghui199743997,北京,上海,2017-01-03 09:50:09,2017-01-03 03:20:00,货物送达
2017010213460715763,zengpeng1000000,华AZQ110,dinghui199743997,北京,上海,2017-01-03 09:50:09,2017-01-03 04:47:27,订单签收
2017010213581810324,panxian1000005,华AX542C,gutian189200076,昆明,广州,2017-01-03 10:17:26,2017-01-02 13:58:18,创建订单
2017010213581810324,panxian1000005,华AX542C,gutian189200076,昆明,广州,2017-01-03 10:17:26,2017-01-02 16:00:00,开始发货
2017010213581810324,panxian1000005,华AX542C,gutian189200076,昆明,广州,2017-01-03 10:17:26,2017-01-03 03:37:40,货物送达
2017010213581810324,panxian1000005,华AX542C,gutian189200076,昆明,广州,2017-01-03 10:17:26,2017-01-03 05:12:36,订单签收
2017010214040516665,haowei1000008,华A709GB,linfei188934799,银川,呼和浩特,2017-01-03 00:54:07,2017-01-02 14:04:05,创建订单
2017010214040516665,haowei1000008,华A709GB,linfei188934799,银川,呼和浩特,2017-01-03 00:54:07,2017-01-02 16:00:00,开始发货
2017010214040516665,haowei1000008,华A709GB,linfei188934799,银川,呼和浩特,2017-01-03 00:54:07,2017-01-02 21:39:20,货物送达
2017010214040516665,haowei1000008,华A709GB,linfei188934799,银川,呼和浩特,2017-01-03 00:54:07,2017-01-02 22:04:59,订单签收
2017010214385910865,xiexiao1000001,华AEB132,xialing135778645,广州,杭州,2017-01-03 09:30:13,2017-01-02 14:38:59,创建订单
2017010214385910865,xiexiao1000001,华AEB132,xialing135778645,广州,杭州,2017-01-03 09:30:13,2017-01-02 16:00:00,开始发货
2017010214385910865,xiexiao1000001,华AEB132,xialing135778645,广州,杭州,2017-01-03 09:30:13,2017-01-03 03:10:10,货物送达
2017010214385910865,xiexiao1000001,华AEB132,xialing135778645,广州,杭州,2017-01-03 09:30:13,2017-01-03 04:11:47,订单签收
2017010214470718304,duxu1000009,华AT75H8,linan198792459,连云港,福州,2017-01-03 07:52:23,2017-01-02 14:47:07,创建订单
2017010214470718304,duxu1000009,华AT75H8,linan198792459,连云港,福州,2017-01-03 07:52:23,2017-01-02 16:00:00,开始发货
2017010214470718304,duxu1000009,华AT75H8,linan198792459,连云港,福州,2017-01-03 07:52:23,2017-01-03 02:10:20,货物送达
2017010214470718304,duxu1000009,华AT75H8,linan198792459,连云港,福州,2017-01-03 07:52:23,2017-01-03 03:12:47,订单签收
2017010215004713600,hanhui1000002,华AZI419,fengwei184222649,上海,长沙,2017-01-03 06:48:51,2017-01-02 15:00:47,创建订单
2017010215004713600,hanhui1000002,华AZI419,fengwei184222649,上海,长沙,2017-01-03 06:48:51,2017-01-02 16:00:00,开始发货
2017010215004713600,hanhui1000002,华AZI419,fengwei184222649,上海,长沙,2017-01-03 06:48:51,2017-01-03 01:31:20,货物送达
2017010215004713600,hanhui1000002,华AZI419,fengwei184222649,上海,长沙,2017-01-03 06:48:51,2017-01-03 02:32:56,订单签收
2017010215460116307,shenxian1000004,华ADJ750,yeyu177609785,成都,银川,2017-01-03 06:52:30,2017-01-02 15:46:01,创建订单
2017010215460116307,shenxian1000004,华ADJ750,yeyu177609785,成都,银川,2017-01-03 06:52:30,2017-01-02 16:00:00,开始发货
2017010215460116307,shenxian1000004,华ADJ750,yeyu177609785,成都,银川,2017-01-03 06:52:30,2017-01-03 01:25:30,货物送达
2017010215460116307,shenxian1000004,华ADJ750,yeyu177609785,成都,银川,2017-01-03 06:52:30,2017-01-03 02:26:58,订单签收
2017010215560510038,zouan1000007,华A58M83,jinzhi182539243,长沙,重庆,2017-01-03 02:45:43,2017-01-02 15:56:05,创建订单
2017010215560510038,zouan1000007,华A58M83,jinzhi182539243,长沙,重庆,2017-01-03 02:45:43,2017-01-02 16:00:00,开始发货
2017010215560510038,zouan1000007,华A58M83,jinzhi182539243,长沙,重庆,2017-01-03 02:45:43,2017-01-02 22:51:10,货物送达
2017010215560510038,zouan1000007,华A58M83,jinzhi182539243,长沙,重庆,2017-01-03 02:45:43,2017-01-03 01:03:48,订单签收
2017010314122912963,duxu1000009,华AT75H8,yangquan194179525,杭州,成都,2017-01-04 17:49:02,2017-01-03 14:12:29,创建订单
2017010314122912963,duxu1000009,华AT75H8,yangquan194179525,杭州,成都,2017-01-04 17:49:02,2017-01-03 16:00:00,开始发货
2017010314122912963,duxu1000009,华AT75H8,yangquan194179525,杭州,成都,2017-01-04 17:49:02,2017-01-04 08:23:00,货物送达
2017010314122912963,duxu1000009,华AT75H8,yangquan194179525,杭州,成都,2017-01-04 17:49:02,2017-01-04 10:58:17,订单签收
2017010314230419800,panxian1000005,华AX542C,lule190692277,南京,银川,2017-01-04 14:27:07,2017-01-03 14:23:04,创建订单
2017010314230419800,panxian1000005,华AX542C,lule190692277,南京,银川,2017-01-04 14:27:07,2017-01-03 16:00:00,开始发货
2017010314230419800,panxian1000005,华AX542C,lule190692277,南京,银川,2017-01-04 14:27:07,2017-01-04 06:17:13,货物送达
2017010314230419800,panxian1000005,华AX542C,lule190692277,南京,银川,2017-01-04 14:27:07,2017-01-04 09:01:25,订单签收
2017010315003611276,shenxian1000004,华ADJ750,qiuxi193201415,昆明,银川,2017-01-04 17:33:18,2017-01-03 15:00:36,创建订单
2017010315003611276,shenxian1000004,华ADJ750,qiuxi193201415,昆明,银川,2017-01-04 17:33:18,2017-01-03 16:00:00,开始发货
2017010315003611276,shenxian1000004,华ADJ750,qiuxi193201415,昆明,银川,2017-01-04 17:33:18,2017-01-04 08:20:10,货物送达
2017010315003611276,shenxian1000004,华ADJ750,qiuxi193201415,昆明,银川,2017-01-04 17:33:18,2017-01-04 08:29:02,订单签收
2017010315021318601,xiezhi1000006,华A6CU11,fangqing123650419,福州,西安,2017-01-04 14:33:50,2017-01-03 15:02:13,创建订单
2017010315021318601,xiezhi1000006,华A6CU11,fangqing123650419,福州,西安,2017-01-04 14:33:50,2017-01-03 16:00:00,开始发货
2017010315021318601,xiezhi1000006,华A6CU11,fangqing123650419,福州,西安,2017-01-04 14:33:50,2017-01-04 06:21:20,货物送达
2017010315021318601,xiezhi1000006,华A6CU11,fangqing123650419,福州,西安,2017-01-04 14:33:50,2017-01-04 07:44:55,订单签收
2017010315201313338,likun1000003,华AVM936,zhoule159648095,成都,连云港,2017-01-04 16:40:02,2017-01-03 15:20:13,创建订单
2017010315201313338,likun1000003,华AVM936,zhoule159648095,成都,连云港,2017-01-04 16:40:02,2017-01-03 16:00:00,开始发货
2017010315201313338,likun1000003,华AVM936,zhoule159648095,成都,连云港,2017-01-04 16:40:02,2017-01-04 07:39:40,货物送达
2017010315201313338,likun1000003,华AVM936,zhoule159648095,成都,连云港,2017-01-04 16:40:02,2017-01-04 09:46:02,订单签收
2017010315292210434,zengpeng1000000,华AZQ110,dingguo123307395,杭州,昆明,2017-01-04 22:18:26,2017-01-03 15:29:22,创建订单
2017010315292210434,zengpeng1000000,华AZQ110,dingguo123307395,杭州,昆明,2017-01-04 22:18:26,2017-01-03 16:00:00,开始发货
2017010315292210434,zengpeng1000000,华AZQ110,dingguo123307395,杭州,昆明,2017-01-04 22:18:26,2017-01-04 11:21:30,货物送达
2017010315292210434,zengpeng1000000,华AZQ110,dingguo123307395,杭州,昆明,2017-01-04 22:18:26,2017-01-04 12:54:39,订单签收
2017010315552211984,zouan1000007,华A58M83,liujia167137351,北京,上海,2017-01-04 09:50:09,2017-01-03 15:55:22,创建订单
2017010315552211984,zouan1000007,华A58M83,liujia167137351,北京,上海,2017-01-04 09:50:09,2017-01-03 16:00:00,开始发货
2017010315552211984,zouan1000007,华A58M83,liujia167137351,北京,上海,2017-01-04 09:50:09,2017-01-04 03:17:50,货物送达
2017010315552211984,zouan1000007,华A58M83,liujia167137351,北京,上海,2017-01-04 09:50:09,2017-01-04 05:01:15,订单签收
2017010315581114229,xiexiao1000001,华AEB132,lvhui194000815,上海,连云港,2017-01-03 23:11:15,2017-01-03 15:58:11,创建订单
2017010315581114229,xiexiao1000001,华AEB132,lvhui194000815,上海,连云港,2017-01-03 23:11:15,2017-01-03 16:00:00,开始发货
2017010315581114229,xiexiao1000001,华AEB132,lvhui194000815,上海,连云港,2017-01-03 23:11:15,2017-01-03 20:36:50,货物送达
